"","id","province_state","country_region","lat","long","date","confirmed_cases","fatalities"
"141",201,NA,"Algeria",28.0339,1.6596,2020-02-05,0,0
"142",202,NA,"Algeria",28.0339,1.6596,2020-02-06,0,0
"143",203,NA,"Algeria",28.0339,1.6596,2020-02-07,0,0
"144",204,NA,"Algeria",28.0339,1.6596,2020-02-08,0,0
"145",205,NA,"Algeria",28.0339,1.6596,2020-02-09,0,0
"146",206,NA,"Algeria",28.0339,1.6596,2020-02-10,0,0
"147",207,NA,"Algeria",28.0339,1.6596,2020-02-11,0,0
"148",208,NA,"Algeria",28.0339,1.6596,2020-02-12,0,0
"149",209,NA,"Algeria",28.0339,1.6596,2020-02-13,0,0
"150",210,NA,"Algeria",28.0339,1.6596,2020-02-14,0,0
"151",211,NA,"Algeria",28.0339,1.6596,2020-02-15,0,0
"152",212,NA,"Algeria",28.0339,1.6596,2020-02-16,0,0
"153",213,NA,"Algeria",28.0339,1.6596,2020-02-17,0,0
"154",214,NA,"Algeria",28.0339,1.6596,2020-02-18,0,0
"155",215,NA,"Algeria",28.0339,1.6596,2020-02-19,0,0
"156",216,NA,"Algeria",28.0339,1.6596,2020-02-20,0,0
"157",217,NA,"Algeria",28.0339,1.6596,2020-02-21,0,0
"158",218,NA,"Algeria",28.0339,1.6596,2020-02-22,0,0
"159",219,NA,"Algeria",28.0339,1.6596,2020-02-23,0,0
"160",220,NA,"Algeria",28.0339,1.6596,2020-02-24,0,0
"161",221,NA,"Algeria",28.0339,1.6596,2020-02-25,1,0
"162",222,NA,"Algeria",28.0339,1.6596,2020-02-26,1,0
"163",223,NA,"Algeria",28.0339,1.6596,2020-02-27,1,0
"164",224,NA,"Algeria",28.0339,1.6596,2020-02-28,1,0
"165",225,NA,"Algeria",28.0339,1.6596,2020-02-29,1,0
"166",226,NA,"Algeria",28.0339,1.6596,2020-03-01,1,0
"167",227,NA,"Algeria",28.0339,1.6596,2020-03-02,3,0
"168",228,NA,"Algeria",28.0339,1.6596,2020-03-03,5,0
"169",229,NA,"Algeria",28.0339,1.6596,2020-03-04,12,0
"170",230,NA,"Algeria",28.0339,1.6596,2020-03-05,12,0
"171",231,NA,"Algeria",28.0339,1.6596,2020-03-06,17,0
"172",232,NA,"Algeria",28.0339,1.6596,2020-03-07,17,0
"173",233,NA,"Algeria",28.0339,1.6596,2020-03-08,19,0
"174",234,NA,"Algeria",28.0339,1.6596,2020-03-09,20,0
"175",235,NA,"Algeria",28.0339,1.6596,2020-03-10,20,0
"176",236,NA,"Algeria",28.0339,1.6596,2020-03-11,20,0
"177",237,NA,"Algeria",28.0339,1.6596,2020-03-12,24,1
"178",238,NA,"Algeria",28.0339,1.6596,2020-03-13,26,2
"179",239,NA,"Algeria",28.0339,1.6596,2020-03-14,37,3
"180",240,NA,"Algeria",28.0339,1.6596,2020-03-15,48,4
"181",241,NA,"Algeria",28.0339,1.6596,2020-03-16,54,4
"182",242,NA,"Algeria",28.0339,1.6596,2020-03-17,60,4
"183",243,NA,"Algeria",28.0339,1.6596,2020-03-18,74,7
"184",244,NA,"Algeria",28.0339,1.6596,2020-03-19,87,9
"185",245,NA,"Algeria",28.0339,1.6596,2020-03-20,90,11
"186",246,NA,"Algeria",28.0339,1.6596,2020-03-21,139,15
"187",247,NA,"Algeria",28.0339,1.6596,2020-03-22,201,17
"188",248,NA,"Algeria",28.0339,1.6596,2020-03-23,230,17
"189",249,NA,"Algeria",28.0339,1.6596,2020-03-24,264,19
"190",280,NA,"Andorra",42.5063,1.5218,2020-01-22,0,0
"191",281,NA,"Andorra",42.5063,1.5218,2020-01-23,0,0
"192",282,NA,"Andorra",42.5063,1.5218,2020-01-24,0,0
"193",283,NA,"Andorra",42.5063,1.5218,2020-01-25,0,0
"194",284,NA,"Andorra",42.5063,1.5218,2020-01-26,0,0
"195",285,NA,"Andorra",42.5063,1.5218,2020-01-27,0,0
"196",286,NA,"Andorra",42.5063,1.5218,2020-01-28,0,0
"197",287,NA,"Andorra",42.5063,1.5218,2020-01-29,0,0
"198",288,NA,"Andorra",42.5063,1.5218,2020-01-30,0,0
"199",289,NA,"Andorra",42.5063,1.5218,2020-01-31,0,0
"200",290,NA,"Andorra",42.5063,1.5218,2020-02-01,0,0
"201",291,NA,"Andorra",42.5063,1.5218,2020-02-02,0,0
"202",292,NA,"Andorra",42.5063,1.5218,2020-02-03,0,0
"203",293,NA,"Andorra",42.5063,1.5218,2020-02-04,0,0
"204",294,NA,"Andorra",42.5063,1.5218,2020-02-05,0,0
"205",295,NA,"Andorra",42.5063,1.5218,2020-02-06,0,0
"206",296,NA,"Andorra",42.5063,1.5218,2020-02-07,0,0
"207",297,NA,"Andorra",42.5063,1.5218,2020-02-08,0,0
"208",298,NA,"Andorra",42.5063,1.5218,2020-02-09,0,0
"209",299,NA,"Andorra",42.5063,1.5218,2020-02-10,0,0
"210",300,NA,"Andorra",42.5063,1.5218,2020-02-11,0,0
"211",301,NA,"Andorra",42.5063,1.5218,2020-02-12,0,0
"212",302,NA,"Andorra",42.5063,1.5218,2020-02-13,0,0
"213",303,NA,"Andorra",42.5063,1.5218,2020-02-14,0,0
"214",304,NA,"Andorra",42.5063,1.5218,2020-02-15,0,0
"215",305,NA,"Andorra",42.5063,1.5218,2020-02-16,0,0
"216",306,NA,"Andorra",42.5063,1.5218,2020-02-17,0,0
"217",307,NA,"Andorra",42.5063,1.5218,2020-02-18,0,0
"218",308,NA,"Andorra",42.5063,1.5218,2020-02-19,0,0
"219",309,NA,"Andorra",42.5063,1.5218,2020-02-20,0,0
"220",310,NA,"Andorra",42.5063,1.5218,2020-02-21,0,0
"221",311,NA,"Andorra",42.5063,1.5218,2020-02-22,0,0
"222",312,NA,"Andorra",42.5063,1.5218,2020-02-23,0,0
"223",313,NA,"Andorra",42.5063,1.5218,2020-02-24,0,0
"224",314,NA,"Andorra",42.5063,1.5218,2020-02-25,0,0
"225",315,NA,"Andorra",42.5063,1.5218,2020-02-26,0,0
"226",316,NA,"Andorra",42.5063,1.5218,2020-02-27,0,0
"227",317,NA,"Andorra",42.5063,1.5218,2020-02-28,0,0
"228",318,NA,"Andorra",42.5063,1.5218,2020-02-29,0,0
"229",319,NA,"Andorra",42.5063,1.5218,2020-03-01,0,0
"230",320,NA,"Andorra",42.5063,1.5218,2020-03-02,1,0
"231",321,NA,"Andorra",42.5063,1.5218,2020-03-03,1,0
"232",322,NA,"Andorra",42.5063,1.5218,2020-03-04,1,0
"233",323,NA,"Andorra",42.5063,1.5218,2020-03-05,1,0
"234",324,NA,"Andorra",42.5063,1.5218,2020-03-06,1,0
"235",325,NA,"Andorra",42.5063,1.5218,2020-03-07,1,0
"236",326,NA,"Andorra",42.5063,1.5218,2020-03-08,1,0
"237",327,NA,"Andorra",42.5063,1.5218,2020-03-09,1,0
"238",328,NA,"Andorra",42.5063,1.5218,2020-03-10,1,0
"239",329,NA,"Andorra",42.5063,1.5218,2020-03-11,1,0
"240",330,NA,"Andorra",42.5063,1.5218,2020-03-12,1,0
"241",331,NA,"Andorra",42.5063,1.5218,2020-03-13,1,0
"242",332,NA,"Andorra",42.5063,1.5218,2020-03-14,1,0
"243",333,NA,"Andorra",42.5063,1.5218,2020-03-15,1,0
"244",334,NA,"Andorra",42.5063,1.5218,2020-03-16,2,0
"245",335,NA,"Andorra",42.5063,1.5218,2020-03-17,39,0
"246",336,NA,"Andorra",42.5063,1.5218,2020-03-18,39,0
"247",337,NA,"Andorra",42.5063,1.5218,2020-03-19,53,0
"248",338,NA,"Andorra",42.5063,1.5218,2020-03-20,75,0
"249",339,NA,"Andorra",42.5063,1.5218,2020-03-21,88,0
"250",340,NA,"Andorra",42.5063,1.5218,2020-03-22,113,1
"251",341,NA,"Andorra",42.5063,1.5218,2020-03-23,133,1
"252",342,NA,"Andorra",42.5063,1.5218,2020-03-24,164,1
"253",373,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-22,0,0
"254",374,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-23,0,0
"255",375,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-24,0,0
"256",376,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-25,0,0
"257",377,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-26,0,0
"258",378,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-27,0,0
"259",379,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-28,0,0
"260",380,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-29,0,0
"261",381,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-30,0,0
"262",382,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-01-31,0,0
"263",383,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-01,0,0
"264",384,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-02,0,0
"265",385,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-03,0,0
"266",386,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-04,0,0
"267",387,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-05,0,0
"268",388,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-06,0,0
"269",389,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-07,0,0
"270",390,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-08,0,0
"271",391,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-09,0,0
"272",392,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-10,0,0
"273",393,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-11,0,0
"274",394,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-12,0,0
"275",395,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-13,0,0
"276",396,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-14,0,0
"277",397,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-15,0,0
"278",398,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-16,0,0
"279",399,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-17,0,0
"280",400,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-18,0,0
"281",401,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-19,0,0
"282",402,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-20,0,0
"283",403,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-21,0,0
"284",404,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-22,0,0
"285",405,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-23,0,0
"286",406,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-24,0,0
"287",407,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-25,0,0
"288",408,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-26,0,0
"289",409,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-27,0,0
"290",410,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-28,0,0
"291",411,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-02-29,0,0
"292",412,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-01,0,0
"293",413,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-02,0,0
"294",414,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-03,0,0
"295",415,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-04,0,0
"296",416,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-05,0,0
"297",417,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-06,0,0
"298",418,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-07,0,0
"299",419,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-08,0,0
"300",420,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-09,0,0
"301",421,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-10,0,0
"302",422,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-11,0,0
"303",423,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-12,0,0
"304",424,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-13,1,0
"305",425,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-14,1,0
"306",426,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-15,1,0
"307",427,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-16,1,0
"308",428,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-17,1,0
"309",429,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-18,1,0
"310",430,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-19,1,0
"311",431,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-20,1,0
"312",432,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-21,1,0
"313",433,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-22,1,0
"314",434,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-23,3,0
"315",435,NA,"Antigua and Barbuda",17.0608,-61.7964,2020-03-24,3,0
"316",466,NA,"Argentina",-38.4161,-63.6167,2020-01-22,0,0
"317",467,NA,"Argentina",-38.4161,-63.6167,2020-01-23,0,0
"318",468,NA,"Argentina",-38.4161,-63.6167,2020-01-24,0,0
"319",469,NA,"Argentina",-38.4161,-63.6167,2020-01-25,0,0
"320",470,NA,"Argentina",-38.4161,-63.6167,2020-01-26,0,0
"321",471,NA,"Argentina",-38.4161,-63.6167,2020-01-27,0,0
"322",472,NA,"Argentina",-38.4161,-63.6167,2020-01-28,0,0
"323",473,NA,"Argentina",-38.4161,-63.6167,2020-01-29,0,0
"324",474,NA,"Argentina",-38.4161,-63.6167,2020-01-30,0,0
"325",475,NA,"Argentina",-38.4161,-63.6167,2020-01-31,0,0
"326",476,NA,"Argentina",-38.4161,-63.6167,2020-02-01,0,0
"327",477,NA,"Argentina",-38.4161,-63.6167,2020-02-02,0,0
"328",478,NA,"Argentina",-38.4161,-63.6167,2020-02-03,0,0
"329",479,NA,"Argentina",-38.4161,-63.6167,2020-02-04,0,0
"330",480,NA,"Argentina",-38.4161,-63.6167,2020-02-05,0,0
"331",481,NA,"Argentina",-38.4161,-63.6167,2020-02-06,0,0
"332",482,NA,"Argentina",-38.4161,-63.6167,2020-02-07,0,0
"333",483,NA,"Argentina",-38.4161,-63.6167,2020-02-08,0,0
"334",484,NA,"Argentina",-38.4161,-63.6167,2020-02-09,0,0
"335",485,NA,"Argentina",-38.4161,-63.6167,2020-02-10,0,0
"336",486,NA,"Argentina",-38.4161,-63.6167,2020-02-11,0,0
"337",487,NA,"Argentina",-38.4161,-63.6167,2020-02-12,0,0
"338",488,NA,"Argentina",-38.4161,-63.6167,2020-02-13,0,0
"339",489,NA,"Argentina",-38.4161,-63.6167,2020-02-14,0,0
"340",490,NA,"Argentina",-38.4161,-63.6167,2020-02-15,0,0
"341",491,NA,"Argentina",-38.4161,-63.6167,2020-02-16,0,0
"342",492,NA,"Argentina",-38.4161,-63.6167,2020-02-17,0,0
"343",493,NA,"Argentina",-38.4161,-63.6167,2020-02-18,0,0
"344",494,NA,"Argentina",-38.4161,-63.6167,2020-02-19,0,0
"345",495,NA,"Argentina",-38.4161,-63.6167,2020-02-20,0,0
"346",496,NA,"Argentina",-38.4161,-63.6167,2020-02-21,0,0
"347",497,NA,"Argentina",-38.4161,-63.6167,2020-02-22,0,0
"348",498,NA,"Argentina",-38.4161,-63.6167,2020-02-23,0,0
"349",499,NA,"Argentina",-38.4161,-63.6167,2020-02-24,0,0
"350",500,NA,"Argentina",-38.4161,-63.6167,2020-02-25,0,0
"351",501,NA,"Argentina",-38.4161,-63.6167,2020-02-26,0,0
"352",502,NA,"Argentina",-38.4161,-63.6167,2020-02-27,0,0
"353",503,NA,"Argentina",-38.4161,-63.6167,2020-02-28,0,0
"354",504,NA,"Argentina",-38.4161,-63.6167,2020-02-29,0,0
"355",505,NA,"Argentina",-38.4161,-63.6167,2020-03-01,0,0
"356",506,NA,"Argentina",-38.4161,-63.6167,2020-03-02,0,0
"357",507,NA,"Argentina",-38.4161,-63.6167,2020-03-03,1,0
"358",508,NA,"Argentina",-38.4161,-63.6167,2020-03-04,1,0
"359",509,NA,"Argentina",-38.4161,-63.6167,2020-03-05,1,0
"360",510,NA,"Argentina",-38.4161,-63.6167,2020-03-06,2,0
"361",511,NA,"Argentina",-38.4161,-63.6167,2020-03-07,8,0
"362",512,NA,"Argentina",-38.4161,-63.6167,2020-03-08,12,1
"363",513,NA,"Argentina",-38.4161,-63.6167,2020-03-09,12,1
"364",514,NA,"Argentina",-38.4161,-63.6167,2020-03-10,17,1
"365",515,NA,"Argentina",-38.4161,-63.6167,2020-03-11,19,1
"366",516,NA,"Argentina",-38.4161,-63.6167,2020-03-12,19,1
"367",517,NA,"Argentina",-38.4161,-63.6167,2020-03-13,31,2
"368",518,NA,"Argentina",-38.4161,-63.6167,2020-03-14,34,2
"369",519,NA,"Argentina",-38.4161,-63.6167,2020-03-15,45,2
"370",520,NA,"Argentina",-38.4161,-63.6167,2020-03-16,56,2
"371",521,NA,"Argentina",-38.4161,-63.6167,2020-03-17,68,2
"372",522,NA,"Argentina",-38.4161,-63.6167,2020-03-18,79,2
"373",523,NA,"Argentina",-38.4161,-63.6167,2020-03-19,97,3
"374",524,NA,"Argentina",-38.4161,-63.6167,2020-03-20,128,3
"375",525,NA,"Argentina",-38.4161,-63.6167,2020-03-21,158,4
"376",526,NA,"Argentina",-38.4161,-63.6167,2020-03-22,225,4
"377",527,NA,"Argentina",-38.4161,-63.6167,2020-03-23,266,4
"378",528,NA,"Argentina",-38.4161,-63.6167,2020-03-24,387,6
"379",559,NA,"Armenia",40.0691,45.0382,2020-01-22,0,0
"380",560,NA,"Armenia",40.0691,45.0382,2020-01-23,0,0
"381",561,NA,"Armenia",40.0691,45.0382,2020-01-24,0,0
"382",562,NA,"Armenia",40.0691,45.0382,2020-01-25,0,0
"383",563,NA,"Armenia",40.0691,45.0382,2020-01-26,0,0
"384",564,NA,"Armenia",40.0691,45.0382,2020-01-27,0,0
"385",565,NA,"Armenia",40.0691,45.0382,2020-01-28,0,0
"386",566,NA,"Armenia",40.0691,45.0382,2020-01-29,0,0
"387",567,NA,"Armenia",40.0691,45.0382,2020-01-30,0,0
"388",568,NA,"Armenia",40.0691,45.0382,2020-01-31,0,0
"389",569,NA,"Armenia",40.0691,45.0382,2020-02-01,0,0
"390",570,NA,"Armenia",40.0691,45.0382,2020-02-02,0,0
